año,cve_mun,cve_ent,candidatos_estimados,beneficiarios,tasa
2019,15028,15,1879,212,0.11282597126130921
2020,15028,15,1881,254,0.13503455608718767
2021,15028,15,1879,176,0.09366684406599254
2022,15028,15,1874,173,0.09231590181430097
2023,15028,15,1868,271,0.14507494646680943
2024,15028,15,1861,242,0.13003761418592155
2025,15028,15,1855,48,0.02587601078167116
2019,15029,15,13735,1406,0.10236621769202767
2020,15029,15,13753,1314,0.09554279066385515
2021,15029,15,13736,1155,0.08408561444379732
2022,15029,15,13702,1136,0.08290760472923661
2023,15029,15,13658,1386,0.1014789866744765
2024,15029,15,13610,883,0.06487876561351948
2025,15029,15,13562,643,0.047411886152484886
2019,15030,15,1558,242,0.15532734274711169
2020,15030,15,1560,245,0.15705128205128205
2021,15030,15,1558,149,0.09563543003851091
2022,15030,15,1554,161,0.1036036036036036
2023,15030,15,1549,258,0.16655907036797934
2024,15030,15,1544,204,0.13212435233160622
2025,15030,15,1538,63,0.04096228868660598
2019,15031,15,53935,3216,0.05962732919254658
2020,15031,15,54005,2686,0.04973613554300528
2021,15031,15,53940,1862,0.034519836855765665
2022,15031,15,53803,1751,0.032544653643848856
2023,15031,15,53633,1792,0.033412264836947404
2024,15031,15,53442,1104,0.02065790950937465
2025,15031,15,53253,2376,0.04461720466452594
2019,15032,15,3802,597,0.15702261967385586
2020,15032,15,3807,486,0.1276595744680851
2021,15032,15,3802,319,0.08390320883745397
2022,15032,15,3793,408,0.10756656999736357
2023,15032,15,3781,755,0.19968262364453848
2024,15032,15,3767,454,0.12052030793735068
2025,15032,15,3754,296,0.07884922749067662
2019,15033,15,90475,10922,0.12071843050566455
2020,15033,15,90593,7247,0.07999514311260252
2021,15033,15,90484,4570,0.05050616683612572
2022,15033,15,90255,3834,0.04247964101711817
2023,15033,15,89969,3582,0.039813713612466516
2024,15033,15,89649,2614,0.029158161273410747
2025,15033,15,89332,2345,0.02625039179689249
2019,15034,15,887,205,0.23111612175873733
2020,15034,15,888,200,0.22522522522522523
2021,15034,15,887,88,0.0992108229988726
2022,15034,15,885,44,0.04971751412429379
2023,15034,15,882,138,0.1564625850340136
2024,15034,15,879,138,0.15699658703071673
2025,15034,15,876,56,0.0639269406392694
2019,15035,15,10262,359,0.03498343402845449
2020,15035,15,10275,309,0.03007299270072993
2021,15035,15,10263,193,0.018805417519243885
2022,15035,15,10237,159,0.015531894109602422
2023,15035,15,10204,176,0.01724813798510388
2024,15035,15,10168,118,0.011605035405192761
2025,15035,15,10132,183,0.018061587050927752
2019,15036,15,2820,254,0.09007092198581561
2020,15036,15,2824,245,0.08675637393767706
2021,15036,15,2821,156,0.055299539170506916
2022,15036,15,2813,109,0.03874866690366157
2023,15036,15,2805,128,0.04563279857397504
2024,15036,15,2795,119,0.04257602862254025
2025,15036,15,2785,175,0.06283662477558348
2019,15037,15,14191,426,0.03001902614333028
2020,15037,15,14209,361,0.02540643254275459
2021,15037,15,14192,291,0.020504509582863584
2022,15037,15,14156,245,0.017307148912122067
2023,15037,15,14111,227,0.01608674084047906
2024,15037,15,14061,144,0.01024109238318754
2025,15037,15,14011,288,0.020555277995860394
2019,15038,15,848,107,0.12617924528301888
2020,15038,15,849,102,0.12014134275618374
2021,15038,15,848,54,0.06367924528301887
2022,15038,15,846,29,0.034278959810874705
2023,15038,15,843,56,0.066429418742586
2024,15038,15,840,53,0.0630952380952381
2025,15038,15,837,30,0.035842293906810034
2019,15039,15,35351,2428,0.06868263981216939
2020,15039,15,35397,2427,0.06856513263835919
2021,15039,15,35354,1883,0.05326129999434293
2022,15039,15,35265,1650,0.04678860059549128
2023,15039,15,35153,1285,0.036554490370665375
2024,15039,15,35028,618,0.01764302843439534
2025,15039,15,34904,1551,0.04443616777446711
2019,15040,15,1959,275,0.14037774374680959
2020,15040,15,1962,381,0.19418960244648317
2021,15040,15,1960,316,0.16122448979591836
2022,15040,15,1955,351,0.179539641943734
2023,15040,15,1948,665,0.3413757700205339
2024,15040,15,1942,466,0.2399588053553038
2025,15040,15,1935,296,0.1529715762273902
2019,15041,15,713,238,0.3338008415147265
2020,15041,15,714,426,0.5966386554621849
2021,15041,15,713,330,0.4628330995792426
2022,15041,15,711,387,0.5443037974683544
2023,15041,15,709,499,0.7038081805359662
2024,15041,15,707,321,0.45403111739745405
2025,15041,15,704,128,0.18181818181818182
2019,15042,15,11278,746,0.06614647987231778
2020,15042,15,11293,768,0.0680067298326397
2021,15042,15,11279,487,0.043177586665484526
2022,15042,15,11251,502,0.044618256155008446
2023,15042,15,11215,784,0.06990637539010254
2024,15042,15,11175,456,0.040805369127516776
2025,15042,15,11136,218,0.019576149425287355
2019,15043,15,2342,420,0.17933390264731
2020,15043,15,2345,515,0.21961620469083157
2021,15043,15,2342,237,0.10119555935098207
2022,15043,15,2336,193,0.08261986301369863
2023,15043,15,2329,134,0.05753542292829541
2024,15043,15,2321,16,0.006893580353295993
2025,15043,15,2312,22,0.009515570934256055
2019,15044,15,1404,257,0.18304843304843305
2020,15044,15,1406,243,0.1728307254623044
2021,15044,15,1404,203,0.14458689458689458
2022,15044,15,1401,229,0.16345467523197715
2023,15044,15,1396,303,0.2170487106017192
2024,15044,15,1391,163,0.11718188353702372
2025,15044,15,1386,36,0.025974025974025976
2019,15045,15,5151,430,0.08347893612890701
2020,15045,15,5158,414,0.08026366808840636
2021,15045,15,5152,258,0.05007763975155279
2022,15045,15,5139,198,0.03852889667250438
2023,15045,15,5122,229,0.044709098008590395
2024,15045,15,5104,182,0.03565830721003135
2025,15045,15,5086,173,0.03401494298073142
2019,15046,15,1213,241,0.19868095630667765
2020,15046,15,1215,266,0.2189300411522634
2021,15046,15,1214,174,0.14332784184514002
2022,15046,15,1210,163,0.1347107438016529
2023,15046,15,1207,116,0.09610604805302403
2024,15046,15,1202,27,0.022462562396006656
2025,15046,15,1198,24,0.02003338898163606
2019,15047,15,5836,232,0.039753255654557916
2020,15047,15,5844,282,0.048254620123203286
2021,15047,15,5837,234,0.0400890868596882
2022,15047,15,5822,268,0.046032291308828584
2023,15047,15,5804,599,0.10320468642315644
2024,15047,15,5783,463,0.08006225142659519
2025,15047,15,5763,69,0.011972930765226444
2019,15048,15,3572,612,0.1713325867861142
2020,15048,15,3577,510,0.1425775789767962
2021,15048,15,3573,264,0.07388748950461797
2022,15048,15,3564,262,0.07351290684624018
2023,15048,15,3552,387,0.1089527027027027
2024,15048,15,3540,284,0.08022598870056497
2025,15048,15,3527,57,0.016161043379642755
2019,15049,15,1162,61,0.05249569707401033
2020,15049,15,1164,66,0.05670103092783505
2021,15049,15,1163,44,0.037833190025795355
2022,15049,15,1160,19,0.016379310344827588
2023,15049,15,1156,6,0.005190311418685121
2024,15049,15,1152,0,0.0
2025,15049,15,1148,6,0.005226480836236934
2019,15050,15,2145,295,0.13752913752913754
2020,15050,15,2148,279,0.12988826815642457
2021,15050,15,2145,156,0.07272727272727272
2022,15050,15,2140,115,0.053738317757009345
2023,15050,15,2133,75,0.035161744022503515
2024,15050,15,2126,64,0.030103480714957668
2025,15050,15,2118,30,0.014164305949008499
2019,15051,15,8565,670,0.07822533566841798
2020,15051,15,8576,638,0.07439365671641791
2021,15051,15,8566,382,0.044594910109736166
2022,15051,15,8544,283,0.03312265917602996
2023,15051,15,8517,274,0.03217095221322062
2024,15051,15,8487,245,0.02886767998114764
2025,15051,15,8457,41,0.004848054865791652
2019,15052,15,1881,276,0.1467304625199362
2020,15052,15,1883,285,0.15135422198619225
2021,15052,15,1881,198,0.10526315789473684
2022,15052,15,1876,133,0.0708955223880597
2023,15052,15,1870,236,0.12620320855614972
2024,15052,15,1863,234,0.12560386473429952
2025,15052,15,1857,283,0.15239633817985998
2019,15053,15,3686,249,0.06755290287574607
2020,15053,15,3691,216,0.05852072609049038
2021,15053,15,3687,155,0.04203959858963927
2022,15053,15,3677,158,0.04296981234702203
2023,15053,15,3666,135,0.036824877250409165
2024,15053,15,3653,72,0.019709827539009035
2025,15053,15,3640,31,0.008516483516483516
2019,15054,15,11057,1245,0.1125983539839016
2020,15054,15,11071,1112,0.1004425977779785
2021,15054,15,11058,725,0.06556339301862904
2022,15054,15,11030,525,0.047597461468721666
2023,15054,15,10995,427,0.038835834470213736
2024,15054,15,10956,386,0.035231836436655714
2025,15054,15,10917,247,0.022625263350737383
2019,15055,15,841,44,0.052318668252080855
2020,15055,15,842,59,0.07007125890736342
2021,15055,15,841,58,0.06896551724137931
2022,15055,15,839,49,0.058402860548271755
2023,15055,15,836,42,0.050239234449760764
2024,15055,15,833,38,0.04561824729891957
2025,15055,15,830,20,0.024096385542168676
2019,15056,15,2609,156,0.05979302414718283
2020,15056,15,2612,152,0.05819295558958652
2021,15056,15,2609,66,0.025297048677654272
2022,15056,15,2602,52,0.019984627209838585
2023,15056,15,2594,111,0.04279105628373169
2024,15056,15,2585,103,0.039845261121856865
2025,15056,15,2576,133,0.051630434782608696
2019,15057,15,42245,2647,0.06265830275772281
2020,15057,15,42300,2168,0.051252955082742316
2021,15057,15,42249,1391,0.03292385618594523
2022,15057,15,42142,1101,0.02612595510417161
2023,15057,15,42008,816,0.01942487145305656
2024,15057,15,41859,594,0.014190496667383359
2025,15057,15,41711,1024,0.024549878928819737
2019,15058,15,54991,7280,0.13238529941263116
2020,15058,15,55063,5581,0.10135662786263008
2021,15058,15,54997,3515,0.06391257704965725
2022,15058,15,54857,3041,0.05543504019541717
2023,15058,15,54684,2920,0.053397703167288424
2024,15058,15,54489,1493,0.02740002569325919
2025,15058,15,54297,1955,0.03600567250492661
2019,15059,15,3683,406,0.11023622047244094
2020,15059,15,3688,405,0.10981561822125814
2021,15059,15,3684,278,0.07546145494028231
2022,15059,15,3674,299,0.08138268916712031
2023,15059,15,3663,632,0.17253617253617254
2024,15059,15,3650,478,0.13095890410958905
2025,15059,15,3637,66,0.018146824305746493
2019,15060,15,23912,925,0.03868350618936099
2020,15060,15,23943,849,0.035459215637138206
2021,15060,15,23914,633,0.026469850296897215
2022,15060,15,23854,615,0.025781839523769598
2023,15060,15,23778,647,0.027210026074522668
2024,15060,15,23694,350,0.014771672153287752
2025,15060,15,23610,440,0.018636171113934775
2019,15061,15,570,197,0.3456140350877193
2020,15061,15,571,258,0.45183887915936954
2021,15061,15,570,259,0.4543859649122807
2022,15061,15,569,566,0.9947275922671354
2023,15061,15,567,918,1.619047619047619
2024,15061,15,565,502,0.8884955752212389
2025,15061,15,563,0,0.0
2019,15062,15,4085,207,0.050673194614443084
2020,15062,15,4090,188,0.045965770171149146
2021,15062,15,4085,113,0.02766217870257038
2022,15062,15,4075,105,0.025766871165644172
2023,15062,15,4062,96,0.023633677991137372
2024,15062,15,4047,84,0.020756115641215715
2025,15062,15,4033,165,0.04091247210513266
2019,15063,15,3278,602,0.18364856619890177
2020,15063,15,3282,742,0.22608165752589884
2021,15063,15,3278,412,0.12568639414276997
2022,15063,15,3270,173,0.05290519877675841
2023,15063,15,3259,223,0.06842589751457502
2024,15063,15,3248,171,0.052647783251231525
2025,15063,15,3236,67,0.020704573547589616
2019,15064,15,2785,464,0.16660682226211848
2020,15064,15,2789,508,0.18214413768375762
2021,15064,15,2786,289,0.1037329504666188
2022,15064,15,2779,200,0.07196833393306945
2023,15064,15,2770,328,0.1184115523465704
2024,15064,15,2760,245,0.08876811594202899
2025,15064,15,2750,110,0.04
2019,15065,15,2746,275,0.10014566642388929
2020,15065,15,2750,283,0.10290909090909091
2021,15065,15,2747,233,0.08481980342191482
2022,15065,15,2740,261,0.09525547445255475
2023,15065,15,2731,448,0.16404247528377883
2024,15065,15,2721,382,0.14038956266078648
2025,15065,15,2712,111,0.04092920353982301
2019,15066,15,461,151,0.3275488069414317
2020,15066,15,462,201,0.43506493506493504
2021,15066,15,461,202,0.43817787418655096
2022,15066,15,460,132,0.28695652173913044
2023,15066,15,459,119,0.25925925925925924
2024,15066,15,457,97,0.212253829321663
2025,15066,15,456,27,0.05921052631578947
2019,15067,15,6241,223,0.03573145329274155
2020,15067,15,6249,213,0.03408545367258761
2021,15067,15,6241,165,0.026438070821983656
2022,15067,15,6226,196,0.03148088660456152
2023,15067,15,6206,163,0.026264904930712214
2024,15067,15,6184,18,0.0029107373868046574
2025,15067,15,6162,29,0.004706264199935086
2019,15068,15,2278,458,0.20105355575065847
2020,15068,15,2281,449,0.1968434896975011
2021,15068,15,2278,230,0.1009657594381036
2022,15068,15,2272,209,0.09198943661971831
2023,15068,15,2265,211,0.09315673289183223
2024,15068,15,2257,97,0.042977403633141335
2025,15068,15,2249,79,0.035126722987994664
2019,15069,15,250,59,0.236
2020,15069,15,250,62,0.248
2021,15069,15,250,38,0.152
2022,15069,15,249,47,0.18875502008032127
2023,15069,15,248,39,0.15725806451612903
2024,15069,15,247,36,0.145748987854251
2025,15069,15,247,29,0.11740890688259109
2019,15070,15,18112,1056,0.05830388692579505
2020,15070,15,18136,888,0.048963387737097484
2021,15070,15,18114,716,0.03952743734128299
2022,15070,15,18068,669,0.03702678769094532
2023,15070,15,18011,431,0.023929820665149076
2024,15070,15,17947,312,0.017384521089875746
2025,15070,15,17884,417,0.02331693133527175
2019,15071,15,852,94,0.11032863849765258
2020,15071,15,853,80,0.09378663540445487
2021,15071,15,852,23,0.02699530516431925
2022,15071,15,850,8,0.009411764705882352
2023,15071,15,847,13,0.015348288075560802
2024,15071,15,844,17,0.02014218009478673
2025,15071,15,841,2,0.0023781212841854932
2019,15072,15,1024,151,0.1474609375
2020,15072,15,1025,110,0.1073170731707317
2021,15072,15,1024,42,0.041015625
2022,15072,15,1021,32,0.031341821743388835
2023,15072,15,1018,34,0.03339882121807466
2024,15072,15,1014,33,0.03254437869822485
2025,15072,15,1011,18,0.017804154302670624
2019,15073,15,1840,248,0.13478260869565217
2020,15073,15,1842,203,0.11020629750271443
2021,15073,15,1840,96,0.05217391304347826
2022,15073,15,1835,73,0.03978201634877384
2023,15073,15,1829,61,0.03335155822854018
2024,15073,15,1823,67,0.036752605595172794
2025,15073,15,1816,103,0.05671806167400881
2019,15074,15,12450,690,0.05542168674698795
2020,15074,15,12466,516,0.041392587838921864
2021,15074,15,12451,388,0.03116215565014858
2022,15074,15,12419,606,0.04879619937193011
2023,15074,15,12380,1150,0.09289176090468497
2024,15074,15,12336,827,0.06703955901426718
2025,15074,15,12293,257,0.020906206784348815
2019,15075,15,1812,402,0.22185430463576158
2020,15075,15,1814,483,0.26626240352811464
2021,15075,15,1812,447,0.24668874172185432
2022,15075,15,1807,455,0.2517985611510791
2023,15075,15,1801,236,0.13103831204886174
2024,15075,15,1795,24,0.013370473537604457
2025,15075,15,1789,177,0.09893795416433762
2019,15076,15,5507,467,0.0848011621572544
2020,15076,15,5514,512,0.09285455204932898
2021,15076,15,5507,318,0.057744688578173234
2022,15076,15,5493,224,0.04077917349353723
2023,15076,15,5476,266,0.04857560262965668
2024,15076,15,5457,179,0.032801905809052595
2025,15076,15,5437,57,0.010483722641162405
2019,15077,15,450,188,0.4177777777777778
2020,15077,15,451,229,0.5077605321507761
2021,15077,15,450,216,0.48
2022,15077,15,449,137,0.3051224944320713
2023,15077,15,448,164,0.36607142857142855
2024,15077,15,446,154,0.3452914798206278
2025,15077,15,445,32,0.07191011235955057
2019,15078,15,921,381,0.41368078175895767
2020,15078,15,922,492,0.5336225596529284
2021,15078,15,921,484,0.5255157437567861
2022,15078,15,919,252,0.27421109902067464
2023,15078,15,916,65,0.07096069868995633
2024,15078,15,912,62,0.06798245614035088
2025,15078,15,909,23,0.025302530253025302
2019,15079,15,869,120,0.1380897583429229
2020,15079,15,870,142,0.1632183908045977
2021,15079,15,869,84,0.09666283084004602
2022,15079,15,867,49,0.05651672433679354
2023,15079,15,864,10,0.011574074074074073
2024,15079,15,861,0,0.0
2025,15079,15,858,16,0.018648018648018648
2019,15080,15,2076,239,0.1151252408477842
2020,15080,15,2079,290,0.1394901394901395
2021,15080,15,2077,258,0.1242176215695715
2022,15080,15,2071,210,0.10140028971511347
2023,15080,15,2065,357,0.17288135593220338
2024,15080,15,2057,329,0.15994166261545942
2025,15080,15,2050,188,0.09170731707317073
2019,15081,15,30035,3361,0.11190278008989513
2020,15081,15,30074,2589,0.08608765046219326
2021,15081,15,30038,1798,0.05985751381583328
2022,15081,15,29962,1593,0.0531673453040518
2023,15081,15,29867,992,0.03321391502326983
2024,15081,15,29761,775,0.02604079164006586
2025,15081,15,29655,730,0.024616422188501096
2019,15082,15,5961,3133,0.5255829558798859
2020,15082,15,5969,3979,0.6666108225833473
2021,15082,15,5962,2451,0.41110365649111036
2022,15082,15,5947,1568,0.26366235076509165
2023,15082,15,5928,729,0.12297570850202429
2024,15082,15,5907,69,0.011681056373793804
2025,15082,15,5886,431,0.07322460074753653
2019,15083,15,1061,146,0.13760603204524033
2020,15083,15,1062,118,0.1111111111111111
2021,15083,15,1061,65,0.061262959472196045
2022,15083,15,1058,43,0.04064272211720227
2023,15083,15,1055,36,0.034123222748815164
2024,15083,15,1051,38,0.03615604186489058
2025,15083,15,1047,24,0.022922636103151862
2019,15084,15,2719,134,0.04928282456785583
2020,15084,15,2723,164,0.060227690047741464
2021,15084,15,2720,141,0.05183823529411765
2022,15084,15,2713,145,0.05344636933284187
2023,15084,15,2704,72,0.026627218934911243
2024,15084,15,2695,10,0.0037105751391465678
2025,15084,15,2685,203,0.07560521415270019
2019,15085,15,5148,741,0.14393939393939395
2020,15085,15,5155,874,0.16954413191076625
2021,15085,15,5149,712,0.1382792775296174
2022,15085,15,5136,689,0.13415109034267914
2023,15085,15,5119,907,0.17718304356319595
2024,15085,15,5101,586,0.11487943540482258
2025,15085,15,5083,354,0.06964391107613614
2019,15086,15,2916,2052,0.7037037037037037
2020,15086,15,2920,2225,0.761986301369863
2021,15086,15,2916,1150,0.3943758573388203
2022,15086,15,2909,695,0.23891371605362668
2023,15086,15,2900,571,0.19689655172413792
2024,15086,15,2890,467,0.1615916955017301
2025,15086,15,2879,326,0.11323376172282042
2019,15087,15,7457,243,0.032586831165347996
2020,15087,15,7467,237,0.03173965447971073
2021,15087,15,7458,155,0.020783051756503083
2022,15087,15,7439,256,0.03441322758435274
