año,cve_mun,cve_ent,candidatos_estimados,beneficiarios,tasa
2020,20064,20,646,74,0.11455108359133127
2021,20064,20,648,65,0.10030864197530864
2022,20064,20,649,38,0.05855161787365177
2023,20064,20,651,27,0.041474654377880185
2024,20064,20,654,6,0.009174311926605505
2025,20064,20,658,7,0.010638297872340425
2019,20065,20,80,22,0.275
2020,20065,20,80,21,0.2625
2021,20065,20,80,5,0.0625
2022,20065,20,80,1,0.0125
2023,20065,20,81,0,0.0
2024,20065,20,81,0,0.0
2025,20065,20,81,0,0.0
2019,20066,20,333,225,0.6756756756756757
2020,20066,20,333,364,1.093093093093093
2021,20066,20,334,360,1.0778443113772456
2022,20066,20,335,226,0.6746268656716418
2023,20066,20,336,72,0.21428571428571427
2024,20066,20,337,3,0.008902077151335312
2025,20066,20,339,41,0.12094395280235988
2019,20067,20,10687,4248,0.39749228034060075
2020,20067,20,10686,4191,0.3921953958450309
2021,20067,20,10713,3045,0.28423410809297117
2022,20067,20,10741,1916,0.17838190112652452
2023,20067,20,10775,1025,0.0951276102088167
2024,20067,20,10820,555,0.05129390018484288
2025,20067,20,10878,1133,0.10415517558374701
2019,20068,20,1533,234,0.15264187866927592
2020,20068,20,1533,242,0.1578604044357469
2021,20068,20,1537,191,0.12426805465191933
2022,20068,20,1541,126,0.08176508760545101
2023,20068,20,1546,128,0.08279430789133248
2024,20068,20,1552,66,0.04252577319587629
2025,20068,20,1560,142,0.09102564102564102
2019,20069,20,457,4,0.0087527352297593
2020,20069,20,457,6,0.01312910284463895
2021,20069,20,458,28,0.0611353711790393
2022,20069,20,459,25,0.054466230936819175
2023,20069,20,461,34,0.0737527114967462
2024,20069,20,463,15,0.032397408207343416
2025,20069,20,465,5,0.010752688172043012
2019,20070,20,489,5,0.010224948875255624
2020,20070,20,489,14,0.028629856850715747
2021,20070,20,490,28,0.05714285714285714
2022,20070,20,492,20,0.04065040650406504
2023,20070,20,493,38,0.07707910750507099
2024,20070,20,495,24,0.048484848484848485
2025,20070,20,498,18,0.03614457831325301
2019,20071,20,258,27,0.10465116279069768
2020,20071,20,258,35,0.13565891472868216
2021,20071,20,259,57,0.22007722007722008
2022,20071,20,259,57,0.22007722007722008
2023,20071,20,260,67,0.25769230769230766
2024,20071,20,261,34,0.13026819923371646
2025,20071,20,263,53,0.20152091254752852
2019,20072,20,775,42,0.05419354838709677
2020,20072,20,775,30,0.03870967741935484
2021,20072,20,777,25,0.032175032175032175
2022,20072,20,779,11,0.014120667522464698
2023,20072,20,781,16,0.020486555697823303
2024,20072,20,785,20,0.025477707006369428
2025,20072,20,789,40,0.050697084917617236
2019,20073,20,2526,461,0.18250197941409343
2020,20073,20,2526,540,0.21377672209026127
2021,20073,20,2532,477,0.18838862559241706
2022,20073,20,2539,257,0.10122095313115399
2023,20073,20,2547,186,0.07302709069493522
2024,20073,20,2558,147,0.05746677091477717
2025,20073,20,2571,174,0.0676779463243874
2019,20074,20,37,8,0.21621621621621623
2020,20074,20,37,8,0.21621621621621623
2021,20074,20,37,4,0.10810810810810811
2022,20074,20,37,1,0.02702702702702703
2023,20074,20,37,0,0.0
2024,20074,20,37,0,0.0
2025,20074,20,38,0,0.0
2019,20075,20,121,268,2.2148760330578514
2020,20075,20,121,314,2.5950413223140494
2021,20075,20,121,195,1.6115702479338843
2022,20075,20,122,98,0.8032786885245902
2023,20075,20,122,2,0.01639344262295082
2024,20075,20,123,0,0.0
2025,20075,20,123,2,0.016260162601626018
2019,20076,20,343,22,0.0641399416909621
2020,20076,20,343,69,0.20116618075801748
2021,20076,20,344,114,0.3313953488372093
2022,20076,20,345,60,0.17391304347826086
2023,20076,20,346,71,0.20520231213872833
2024,20076,20,347,47,0.13544668587896252
2025,20076,20,349,33,0.09455587392550144
2019,20077,20,230,27,0.11739130434782609
2020,20077,20,230,24,0.10434782608695652
2021,20077,20,231,27,0.11688311688311688
2022,20077,20,231,15,0.06493506493506493
2023,20077,20,232,9,0.03879310344827586
2024,20077,20,233,4,0.017167381974248927
2025,20077,20,234,5,0.021367521367521368
2019,20078,20,64,15,0.234375
2020,20078,20,64,19,0.296875
2021,20078,20,64,5,0.078125
2022,20078,20,64,2,0.03125
2023,20078,20,65,0,0.0
2024,20078,20,65,0,0.0
2025,20078,20,65,0,0.0
2019,20079,20,4485,1062,0.23678929765886286
2020,20079,20,4485,1087,0.24236343366778149
2021,20079,20,4497,787,0.17500555926173003
2022,20079,20,4508,454,0.10070984915705412
2023,20079,20,4523,236,0.05217775812513818
2024,20079,20,4541,120,0.026425897379431844
2025,20079,20,4565,161,0.035268346111719605
2019,20080,20,106,30,0.2830188679245283
2020,20080,20,106,32,0.3018867924528302
2021,20080,20,106,14,0.1320754716981132
2022,20080,20,107,7,0.06542056074766354
2023,20080,20,107,2,0.018691588785046728
2024,20080,20,107,0,0.0
2025,20080,20,108,0,0.0
2019,20081,20,122,43,0.3524590163934426
2020,20081,20,122,42,0.3442622950819672
2021,20081,20,122,11,0.09016393442622951
2022,20081,20,123,6,0.04878048780487805
2023,20081,20,123,0,0.0
2024,20081,20,124,0,0.0
2025,20081,20,124,1,0.008064516129032258
2019,20082,20,436,15,0.034403669724770644
2020,20082,20,436,11,0.02522935779816514
2021,20082,20,437,4,0.009153318077803204
2022,20082,20,438,1,0.00228310502283105
2023,20082,20,440,0,0.0
2024,20082,20,441,0,0.0
2025,20082,20,444,3,0.006756756756756757
2019,20083,20,611,94,0.15384615384615385
2020,20083,20,611,92,0.15057283142389524
2021,20083,20,613,75,0.12234910277324633
2022,20083,20,614,46,0.0749185667752443
2023,20083,20,616,47,0.0762987012987013
2024,20083,20,619,28,0.045234248788368334
2025,20083,20,622,35,0.05627009646302251
2019,20084,20,163,43,0.26380368098159507
2020,20084,20,163,52,0.31901840490797545
2021,20084,20,163,62,0.3803680981595092
2022,20084,20,164,37,0.22560975609756098
2023,20084,20,164,27,0.16463414634146342
2024,20084,20,165,12,0.07272727272727272
2025,20084,20,166,33,0.19879518072289157
2019,20085,20,2903,52,0.017912504305890458
2020,20085,20,2903,72,0.02480192903892525
2021,20085,20,2910,76,0.02611683848797251
2022,20085,20,2918,48,0.01644962302947224
2023,20085,20,2927,35,0.011957635804578067
2024,20085,20,2939,20,0.006805035726437564
2025,20085,20,2955,16,0.0054145516074450084
2019,20086,20,64,41,0.640625
2020,20086,20,64,53,0.828125
2021,20086,20,64,35,0.546875
2022,20086,20,64,15,0.234375
2023,20086,20,65,0,0.0
2024,20086,20,65,1,0.015384615384615385
2025,20086,20,65,0,0.0
2019,20087,20,335,28,0.08358208955223881
2020,20087,20,335,36,0.10746268656716418
2021,20087,20,336,26,0.07738095238095238
2022,20087,20,337,15,0.04451038575667656
2023,20087,20,338,9,0.026627218934911243
2024,20087,20,339,7,0.02064896755162242
2025,20087,20,341,20,0.05865102639296188
2019,20088,20,310,94,0.3032258064516129
2020,20088,20,310,95,0.3064516129032258
2021,20088,20,311,75,0.24115755627009647
2022,20088,20,312,56,0.1794871794871795
2023,20088,20,313,1,0.003194888178913738
2024,20088,20,314,12,0.03821656050955414
2025,20088,20,316,6,0.0189873417721519
2019,20089,20,171,15,0.08771929824561403
2020,20089,20,171,15,0.08771929824561403
2021,20089,20,171,8,0.04678362573099415
2022,20089,20,172,2,0.011627906976744186
2023,20089,20,172,2,0.011627906976744186
2024,20089,20,173,1,0.005780346820809248
2025,20089,20,174,0,0.0
2019,20090,20,564,25,0.044326241134751775
2020,20090,20,564,38,0.0673758865248227
2021,20090,20,565,29,0.05132743362831858
2022,20090,20,567,16,0.02821869488536155
2023,20090,20,569,14,0.02460456942003515
2024,20090,20,571,15,0.02626970227670753
2025,20090,20,574,30,0.05226480836236934
2019,20091,20,349,55,0.15759312320916904
2020,20091,20,349,66,0.18911174785100288
2021,20091,20,350,51,0.1457142857142857
2022,20091,20,351,21,0.05982905982905983
2023,20091,20,352,9,0.02556818181818182
2024,20091,20,353,14,0.039660056657223795
2025,20091,20,355,26,0.07323943661971831
2019,20092,20,99,32,0.32323232323232326
2020,20092,20,99,30,0.30303030303030304
2021,20092,20,99,7,0.0707070707070707
2022,20092,20,100,2,0.02
2023,20092,20,100,0,0.0
2024,20092,20,100,1,0.01
2025,20092,20,101,0,0.0
2019,20093,20,36,4,0.1111111111111111
2020,20093,20,36,3,0.08333333333333333
2021,20093,20,36,7,0.19444444444444445
2022,20093,20,36,5,0.1388888888888889
2023,20093,20,36,5,0.1388888888888889
2024,20093,20,36,0,0.0
2025,20093,20,37,0,0.0
2019,20094,20,183,10,0.0546448087431694
2020,20094,20,183,12,0.06557377049180328
2021,20094,20,183,7,0.03825136612021858
2022,20094,20,184,3,0.016304347826086956
2023,20094,20,185,0,0.0
2024,20094,20,185,0,0.0
2025,20094,20,186,0,0.0
2019,20095,20,511,53,0.10371819960861056
2020,20095,20,511,54,0.10567514677103718
2021,20095,20,512,6,0.01171875
2022,20095,20,514,4,0.007782101167315175
2023,20095,20,515,0,0.0
2024,20095,20,517,0,0.0
2025,20095,20,520,0,0.0
2019,20096,20,38,9,0.23684210526315788
2020,20096,20,38,7,0.18421052631578946
2021,20096,20,38,6,0.15789473684210525
2022,20096,20,38,1,0.02631578947368421
2023,20096,20,38,0,0.0
2024,20096,20,38,0,0.0
2025,20096,20,39,1,0.02564102564102564
2019,20097,20,134,19,0.1417910447761194
2020,20097,20,134,27,0.20149253731343283
2021,20097,20,134,16,0.11940298507462686
2022,20097,20,135,6,0.044444444444444446
2023,20097,20,135,2,0.014814814814814815
2024,20097,20,136,0,0.0
2025,20097,20,136,0,0.0
2019,20098,20,351,32,0.09116809116809117
2020,20098,20,351,23,0.06552706552706553
2021,20098,20,352,11,0.03125
2022,20098,20,353,9,0.025495750708215296
2023,20098,20,354,20,0.05649717514124294
2024,20098,20,355,16,0.04507042253521127
2025,20098,20,357,5,0.014005602240896359
2019,20099,20,41,4,0.0975609756097561
2020,20099,20,41,4,0.0975609756097561
2021,20099,20,41,2,0.04878048780487805
2022,20099,20,41,0,0.0
2023,20099,20,41,0,0.0
2024,20099,20,42,0,0.0
2025,20099,20,42,0,0.0
2019,20100,20,25,40,1.6
2020,20100,20,25,2,0.08
2021,20100,20,25,2,0.08
2022,20100,20,25,2,0.08
2023,20100,20,25,2,0.08
2024,20100,20,25,0,0.0
2025,20100,20,25,0,0.0
2019,20101,20,112,33,0.29464285714285715
2020,20101,20,112,41,0.36607142857142855
2021,20101,20,112,24,0.21428571428571427
2022,20101,20,113,12,0.10619469026548672
2023,20101,20,113,4,0.035398230088495575
2024,20101,20,113,4,0.035398230088495575
2025,20101,20,114,0,0.0
2019,20102,20,308,72,0.23376623376623376
2020,20102,20,308,75,0.2435064935064935
2021,20102,20,309,55,0.1779935275080906
2022,20102,20,310,28,0.09032258064516129
2023,20102,20,311,12,0.03858520900321544
2024,20102,20,312,4,0.01282051282051282
2025,20102,20,314,11,0.03503184713375796
2019,20103,20,281,50,0.17793594306049823
2020,20103,20,281,28,0.099644128113879
2021,20103,20,282,43,0.1524822695035461
2022,20103,20,282,38,0.1347517730496454
2023,20103,20,283,30,0.10600706713780919
2024,20103,20,285,12,0.042105263157894736
2025,20103,20,286,33,0.11538461538461539
2019,20104,20,297,38,0.12794612794612795
2020,20104,20,297,19,0.06397306397306397
2021,20104,20,298,12,0.040268456375838924
2022,20104,20,299,5,0.016722408026755852
2023,20104,20,299,2,0.006688963210702341
2024,20104,20,301,0,0.0
2025,20104,20,302,0,0.0
2019,20105,20,1103,15,0.013599274705349048
2020,20105,20,1103,26,0.02357207615593835
2021,20105,20,1106,20,0.018083182640144666
2022,20105,20,1109,10,0.009017132551848512
2023,20105,20,1112,0,0.0
2024,20105,20,1117,10,0.008952551477170993
2025,20105,20,1123,2,0.0017809439002671415
2019,20106,20,11,7,0.6363636363636364
2020,20106,20,11,9,0.8181818181818182
2021,20106,20,11,11,1.0
2022,20106,20,11,2,0.18181818181818182
2023,20106,20,11,4,0.36363636363636365
2024,20106,20,11,0,0.0
2025,20106,20,11,0,0.0
2019,20107,20,1407,313,0.2224591329068941
2020,20107,20,1407,305,0.21677327647476902
2021,20107,20,1411,251,0.1778880226789511
2022,20107,20,1414,127,0.08981612446958982
2023,20107,20,1419,66,0.046511627906976744
2024,20107,20,1425,49,0.0343859649122807
2025,20107,20,1432,85,0.05935754189944134
2019,20108,20,247,90,0.3643724696356275
2020,20108,20,247,108,0.43724696356275305
2021,20108,20,248,83,0.3346774193548387
2022,20108,20,248,50,0.20161290322580644
2023,20108,20,249,5,0.020080321285140562
2024,20108,20,250,9,0.036
2025,20108,20,251,10,0.0398406374501992
2019,20109,20,88,13,0.14772727272727273
2020,20109,20,88,14,0.1590909090909091
2021,20109,20,88,10,0.11363636363636363
2022,20109,20,88,5,0.056818181818181816
2023,20109,20,89,4,0.0449438202247191
2024,20109,20,89,0,0.0
2025,20109,20,90,0,0.0
2019,20110,20,159,17,0.1069182389937107
2020,20110,20,159,22,0.13836477987421383
2021,20110,20,159,29,0.18238993710691823
2022,20110,20,160,13,0.08125
2023,20110,20,160,12,0.075
2024,20110,20,161,3,0.018633540372670808
2025,20110,20,162,4,0.024691358024691357
2019,20111,20,649,0,0.0
2020,20111,20,649,40,0.061633281972265024
2021,20111,20,651,70,0.10752688172043011
2022,20111,20,652,49,0.07515337423312883
2023,20111,20,654,55,0.08409785932721713
2024,20111,20,657,25,0.0380517503805175
2025,20111,20,661,23,0.03479576399394856
2019,20112,20,183,46,0.25136612021857924
2020,20112,20,183,42,0.22950819672131148
2021,20112,20,183,12,0.06557377049180328
2022,20112,20,184,7,0.03804347826086957
2023,20112,20,185,8,0.043243243243243246
2024,20112,20,185,8,0.043243243243243246
2025,20112,20,186,8,0.043010752688172046
2019,20113,20,304,104,0.34210526315789475
2020,20113,20,304,211,0.694078947368421
2021,20113,20,305,218,0.7147540983606557
2022,20113,20,306,123,0.4019607843137255
2023,20113,20,307,55,0.1791530944625407
2024,20113,20,308,45,0.1461038961038961
2025,20113,20,309,38,0.12297734627831715
2019,20114,20,39,1,0.02564102564102564
2020,20114,20,39,5,0.1282051282051282
2021,20114,20,39,5,0.1282051282051282
2022,20114,20,39,4,0.10256410256410256
2023,20114,20,39,0,0.0
2024,20114,20,39,0,0.0
2025,20114,20,40,0,0.0
2019,20115,20,563,100,0.17761989342806395
2020,20115,20,563,107,0.19005328596802842
2021,20115,20,564,83,0.14716312056737588
2022,20115,20,566,47,0.08303886925795052
2023,20115,20,568,46,0.08098591549295775
2024,20115,20,570,23,0.04035087719298246
2025,20115,20,573,70,0.12216404886561955
2019,20116,20,405,54,0.13333333333333333
2020,20116,20,405,61,0.1506172839506173
2021,20116,20,406,124,0.3054187192118227
2022,20116,20,407,70,0.171990171990172
2023,20116,20,408,96,0.23529411764705882
2024,20116,20,410,63,0.15365853658536585
2025,20116,20,412,45,0.10922330097087378
2019,20117,20,206,7,0.03398058252427184
2020,20117,20,206,6,0.02912621359223301
2021,20117,20,207,3,0.014492753623188406
2022,20117,20,207,1,0.004830917874396135
2023,20117,20,208,1,0.004807692307692308
2024,20117,20,209,0,0.0
2025,20117,20,210,0,0.0
2019,20118,20,140,52,0.37142857142857144
2020,20118,20,140,32,0.22857142857142856
2021,20118,20,140,8,0.05714285714285714
2022,20118,20,141,6,0.0425531914893617
2023,20118,20,141,3,0.02127659574468085
2024,20118,20,142,0,0.0
2025,20118,20,143,0,0.0
2019,20119,20,40,6,0.15
2020,20119,20,40,8,0.2
2021,20119,20,40,13,0.325
2022,20119,20,40,7,0.175
2023,20119,20,40,0,0.0
2024,20119,20,41,0,0.0
2025,20119,20,41,0,0.0
2019,20120,20,29,2,0.06896551724137931
2020,20120,20,29,2,0.06896551724137931
2021,20120,20,29,2,0.06896551724137931
2022,20120,20,29,0,0.0
2023,20120,20,29,0,0.0
2024,20120,20,29,0,0.0
2025,20120,20,30,0,0.0
2019,20121,20,34,9,0.2647058823529412
2020,20121,20,34,13,0.38235294117647056
2021,20121,20,34,9,0.2647058823529412
2022,20121,20,34,6,0.17647058823529413
2023,20121,20,34,1,0.029411764705882353
2024,20121,20,34,0,0.0
2025,20121,20,35,0,0.0
2019,20122,20,26,2,0.07692307692307693
2020,20122,20,26,6,0.23076923076923078
2021,20122,20,26,10,0.38461538461538464
2022,20122,20,26,7,0.2692307692307692
2023,20122,20,26,0,0.0
2024,20122,20,26,0,0.0
2025,20122,20,26,0,0.0
2019,20123,20,286,9,0.03146853146853147
2020,20123,20,286,10,0.03496503496503497
2021,20123,20,287,9,0.0313588850174216
2022,20123,20,287,3,0.010452961672473868
2023,20123,20,288,0,0.0
2024,20123,20,290,0,0.0
2025,20123,20,291,0,0.0
2019,20124,20,1336,159,0.11901197604790419
2020,20124,20,1336,248,0.18562874251497005
2021,20124,20,1339,293,0.21882001493651979
2022,20124,20,1343,213,0.15860014892032762
2023,20124,20,1347,52,0.038604305864884926
2024,20124,20,1353,10,0.007390983000739098
2025,20124,20,1360,49,0.03602941176470588
2019,20125,20,1098,37,0.033697632058287796
2020,20125,20,1098,43,0.039162112932604735
2021,20125,20,1101,31,0.02815622161671208
2022,20125,20,1104,8,0.007246376811594203
2023,20125,20,1107,5,0.004516711833785004
2024,20125,20,1112,1,0.0008992805755395684
2025,20125,20,1118,1,0.0008944543828264759
2019,20126,20,521,31,0.05950095969289827
2020,20126,20,521,36,0.0690978886756238
2021,20126,20,522,37,0.07088122605363985
2022,20126,20,524,31,0.05916030534351145
2023,20126,20,525,16,0.030476190476190476
2024,20126,20,528,14,0.026515151515151516
2025,20126,20,530,8,0.01509433962264151
2019,20127,20,128,12,0.09375
2020,20127,20,128,26,0.203125
2021,20127,20,128,26,0.203125
2022,20127,20,129,10,0.07751937984496124
2023,20127,20,129,9,0.06976744186046512
2024,20127,20,130,4,0.03076923076923077
2025,20127,20,130,0,0.0
2019,20128,20,69,11,0.15942028985507245
2020,20128,20,69,14,0.2028985507246377
2021,20128,20,69,14,0.2028985507246377
2022,20128,20,69,14,0.2028985507246377
2023,20128,20,70,6,0.08571428571428572
2024,20128,20,70,1,0.014285714285714285
2025,20128,20,70,1,0.014285714285714285
2019,20129,20,9,6,0.6666666666666666
2020,20129,20,9,6,0.6666666666666666
2021,20129,20,9,0,0.0
2022,20129,20,9,0,0.0
2023,20129,20,9,0,0.0
2024,20129,20,9,0,0.0
2025,20129,20,9,0,0.0
2019,20130,20,476,54,0.1134453781512605
2020,20130,20,476,134,0.2815126050420168
2021,20130,20,477,254,0.5324947589098532
2022,20130,20,478,218,0.4560669456066946
2023,20130,20,480,73,0.15208333333333332
2024,20130,20,482,8,0.016597510373443983
2025,20130,20,485,56,0.1154639175257732
2019,20131,20,1259,86,0.06830818109610802
2020,20131,20,1259,67,0.05321683876092136
2021,20131,20,1262,57,0.045166402535657686
2022,20131,20,1266,39,0.030805687203791468
2023,20131,20,1270,20,0.015748031496062992
2024,20131,20,1275,10,0.00784313725490196
2025,20131,20,1282,0,0.0
2019,20132,20,129,8,0.06201550387596899
2020,20132,20,129,7,0.05426356589147287
2021,20132,20,129,5,0.03875968992248062
2022,20132,20,130,5,0.038461538461538464
2023,20132,20,130,5,0.038461538461538464
2024,20132,20,131,0,0.0
2025,20132,20,131,0,0.0
2019,20133,20,342,21,0.06140350877192982
2020,20133,20,342,23,0.06725146198830409
2021,20133,20,343,21,0.061224489795918366
2022,20133,20,344,7,0.020348837209302327
2023,20133,20,345,0,0.0
2024,20133,20,346,0,0.0
2025,20133,20,348,1,0.0028735632183908046
2019,20134,20,3286,167,0.050821667681071214
2020,20134,20,3286,243,0.073950091296409
2021,20134,20,3294,202,0.06132361870066788
2022,20134,20,3303,129,0.03905540417801998
2023,20134,20,3314,86,0.02595051297525649
2024,20134,20,3327,87,0.026149684400360685
2025,20134,20,3345,146,0.043647234678624816
2019,20135,20,687,38,0.055312954876273655
2020,20135,20,687,25,0.036390101892285295
2021,20135,20,689,16,0.023222060957910014
2022,20135,20,691,8,0.011577424023154847
2023,20135,20,693,4,0.005772005772005772
2024,20135,20,696,2,0.0028735632183908046
2025,20135,20,699,2,0.002861230329041488
2019,20136,20,1009,328,0.3250743310208127
2020,20136,20,1009,347,0.34390485629335976
2021,20136,20,1012,154,0.15217391304347827
2022,20136,20,1014,98,0.09664694280078895
2023,20136,20,1017,166,0.16322517207472959
2024,20136,20,1022,122,0.11937377690802348
2025,20136,20,1027,66,0.06426484907497566
2019,20137,20,426,36,0.08450704225352113
2020,20137,20,426,45,0.1056338028169014
2021,20137,20,427,23,0.053864168618266976
2022,20137,20,428,9,0.02102803738317757
2023,20137,20,430,0,0.0
2024,20137,20,431,0,0.0
2025,20137,20,434,3,0.0069124423963133645
2019,20138,20,26,4,0.15384615384615385
2020,20138,20,26,9,0.34615384615384615
2021,20138,20,26,8,0.3076923076923077
2022,20138,20,26,2,0.07692307692307693
2023,20138,20,26,2,0.07692307692307693
2024,20138,20,26,0,0.0
2025,20138,20,26,0,0.0
2019,20139,20,229,10,0.043668122270742356
2020,20139,20,229,9,0.039301310043668124
2021,20139,20,230,5,0.021739130434782608
2022,20139,20,230,3,0.013043478260869565
2023,20139,20,231,1,0.004329004329004329
2024,20139,20,232,10,0.04310344827586207
2025,20139,20,233,0,0.0
2019,20140,20,67,19,0.2835820895522388
2020,20140,20,67,22,0.3283582089552239
2021,20140,20,67,7,0.1044776119402985
2022,20140,20,67,2,0.029850746268656716
2023,20140,20,68,1,0.014705882352941176
2024,20140,20,68,0,0.0
2025,20140,20,68,0,0.0
2019,20141,20,633,283,0.4470774091627172
2020,20141,20,633,568,0.8973143759873617
2021,20141,20,635,646,1.0173228346456693
2022,20141,20,636,614,0.9654088050314465
2023,20141,20,638,242,0.3793103448275862
2024,20141,20,641,10,0.015600624024960999
2025,20141,20,644,81,0.12577639751552794
2019,20142,20,47,5,0.10638297872340426
2020,20142,20,47,5,0.10638297872340426
2021,20142,20,47,4,0.0851063829787234
2022,20142,20,47,0,0.0
2023,20142,20,47,0,0.0
2024,20142,20,48,0,0.0
2025,20142,20,48,0,0.0
2019,20143,20,582,176,0.3024054982817869
2020,20143,20,582,538,0.9243986254295533
2021,20143,20,583,770,1.320754716981132
2022,20143,20,585,562,0.9606837606837607
2023,20143,20,587,100,0.17035775127768313
2024,20143,20,589,5,0.008488964346349746
2025,20143,20,592,72,0.12162162162162163
2019,20144,20,85,7,0.08235294117647059
2020,20144,20,85,10,0.11764705882352941
2021,20144,20,85,5,0.058823529411764705
2022,20144,20,85,3,0.03529411764705882
2023,20144,20,86,1,0.011627906976744186
2024,20144,20,86,0,0.0
2025,20144,20,87,0,0.0
2019,20145,20,256,42,0.1640625
2020,20145,20,256,51,0.19921875
2021,20145,20,257,26,0.10116731517509728
2022,20145,20,257,15,0.058365758754863814
2023,20145,20,258,19,0.07364341085271318
2024,20145,20,259,14,0.05405405405405406
2025,20145,20,261,20,0.07662835249042145
2019,20146,20,394,14,0.03553299492385787
2020,20146,20,394,19,0.048223350253807105
2021,20146,20,395,9,0.02278481012658228
2022,20146,20,396,0,0.0
2023,20146,20,397,0,0.0
2024,20146,20,399,0,0.0
2025,20146,20,401,0,0.0
2019,20147,20,22,7,0.3181818181818182
2020,20147,20,22,6,0.2727272727272727
2021,20147,20,22,7,0.3181818181818182
2022,20147,20,22,3,0.13636363636363635
2023,20147,20,22,0,0.0
2024,20147,20,22,0,0.0
2025,20147,20,22,0,0.0
2019,20148,20,250,62,0.248
2020,20148,20,250,65,0.26
2021,20148,20,251,5,0.0199203187250996
2022,20148,20,251,2,0.00796812749003984
2023,20148,20,252,0,0.0
2024,20148,20,253,0,0.0
2025,20148,20,254,0,0.0
2019,20149,20,182,12,0.06593406593406594
2020,20149,20,182,31,0.17032967032967034
2021,20149,20,182,36,0.1978021978021978
2022,20149,20,183,18,0.09836065573770492
2023,20149,20,184,10,0.05434782608695652
2024,20149,20,184,3,0.016304347826086956
2025,20149,20,185,3,0.016216216216216217
2019,20150,20,958,165,0.1722338204592902
2020,20150,20,958,216,0.2254697286012526
2021,20150,20,960,252,0.2625
2022,20150,20,963,153,0.1588785046728972
2023,20150,20,966,170,0.17598343685300208
2024,20150,20,970,84,0.0865979381443299
2025,20150,20,975,89,0.09128205128205129
2019,20151,20,23,5,0.21739130434782608
2020,20151,20,23,6,0.2608695652173913
2021,20151,20,23,4,0.17391304347826086
2022,20151,20,23,0,0.0
2023,20151,20,23,0,0.0
2024,20151,20,23,0,0.0
2025,20151,20,23,0,0.0
2019,20152,20,320,16,0.05
2020,20152,20,320,15,0.046875
2021,20152,20,321,3,0.009345794392523364
2022,20152,20,322,1,0.003105590062111801
2023,20152,20,323,0,0.0
2024,20152,20,324,0,0.0
2025,20152,20,326,0,0.0
2019,20153,20,372,50,0.13440860215053763
2020,20153,20,372,62,0.16666666666666666
2021,20153,20,373,58,0.1554959785522788
2022,20153,20,374,61,0.16310160427807488
2023,20153,20,375,65,0.17333333333333334
2024,20153,20,377,31,0.08222811671087533
2025,20153,20,379,31,0.08179419525065963
2019,20154,20,197,11,0.05583756345177665
2020,20154,20,197,12,0.06091370558375635
2021,20154,20,198,5,0.025252525252525252
2022,20154,20,198,1,0.005050505050505051
2023,20154,20,199,0,0.0
2024,20154,20,199,0,0.0
2025,20154,20,201,0,0.0
2019,20155,20,105,45,0.42857142857142855
2020,20155,20,105,60,0.5714285714285714
2021,20155,20,105,36,0.34285714285714286
2022,20155,20,106,21,0.19811320754716982
2023,20155,20,106,20,0.18867924528301888
2024,20155,20,106,2,0.018867924528301886
2025,20155,20,107,6,0.056074766355140186
2019,20156,20,325,34,0.10461538461538461
2020,20156,20,325,42,0.12923076923076923
2021,20156,20,326,53,0.16257668711656442
2022,20156,20,327,48,0.14678899082568808
2023,20156,20,328,37,0.11280487804878049
2024,20156,20,329,18,0.0547112462006079
2025,20156,20,331,35,0.10574018126888217
2019,20157,20,737,210,0.28493894165535955
2020,20157,20,737,208,0.28222523744911804
2021,20157,20,739,154,0.2083897158322057
2022,20157,20,741,82,0.1106612685560054
2023,20157,20,743,35,0.047106325706594884
2024,20157,20,746,43,0.057640750670241284
2025,20157,20,750,63,0.084
2019,20158,20,305,12,0.03934426229508197
2020,20158,20,305,11,0.036065573770491806
2021,20158,20,306,6,0.0196078431372549
2022,20158,20,307,1,0.003257328990228013
2023,20158,20,308,0,0.0
2024,20158,20,309,0,0.0
2025,20158,20,310,0,0.0
2019,20159,20,578,40,0.06920415224913495
2020,20159,20,578,20,0.03460207612456748
2021,20159,20,579,18,0.031088082901554404
2022,20159,20,581,8,0.013769363166953529
2023,20159,20,583,0,0.0
2024,20159,20,585,2,0.003418803418803419
2025,20159,20,588,4,0.006802721088435374
2019,20160,20,99,9,0.09090909090909091
2020,20160,20,99,14,0.1414141414141414
2021,20160,20,99,11,0.1111111111111111
2022,20160,20,100,6,0.06
2023,20160,20,100,0,0.0
2024,20160,20,100,0,0.0
2025,20160,20,101,0,0.0
2019,20161,20,238,14,0.058823529411764705
2020,20161,20,238,34,0.14285714285714285
2021,20161,20,239,39,0.16317991631799164
2022,20161,20,239,18,0.07531380753138076
2023,20161,20,240,6,0.025
2024,20161,20,241,0,0.0
2025,20161,20,242,0,0.0
2019,20162,20,205,4,0.01951219512195122
2020,20162,20,205,7,0.03414634146341464
2021,20162,20,206,8,0.038834951456310676
2022,20162,20,206,5,0.024271844660194174
2023,20162,20,207,2,0.00966183574879227
2024,20162,20,208,1,0.004807692307692308
2025,20162,20,209,0,0.0
2019,20163,20,83,27,0.3253012048192771
2020,20163,20,83,18,0.21686746987951808
2021,20163,20,83,13,0.1566265060240964
2022,20163,20,83,5,0.060240963855421686
2023,20163,20,84,18,0.21428571428571427
2024,20163,20,84,16,0.19047619047619047
2025,20163,20,84,17,0.20238095238095238
